,score,language,counter,total,normalized
906,0.76,und,2,3042,0.0006574621959237344
907,0.77,und,1,3042,0.0003287310979618672
908,0.78,und,3,3042,0.0009861932938856016
909,0.79,und,2,3042,0.0006574621959237344
910,0.8,und,2,3042,0.0006574621959237344
911,0.81,und,1,3042,0.0003287310979618672
912,0.82,und,1,3042,0.0003287310979618672
913,0.83,und,1,3042,0.0003287310979618672
914,0.84,und,3,3042,0.0009861932938856016
915,0.85,und,1,3042,0.0003287310979618672
916,0.86,und,2,3042,0.0006574621959237344
917,0.87,und,1,3042,0.0003287310979618672
918,0.89,und,1,3042,0.0003287310979618672
919,-0.87,et,1,102,0.00980392156862745
920,-0.81,et,1,102,0.00980392156862745
921,-0.77,et,1,102,0.00980392156862745
922,-0.65,et,1,102,0.00980392156862745
923,-0.6,et,3,102,0.029411764705882353
924,-0.57,et,1,102,0.00980392156862745
925,-0.54,et,5,102,0.049019607843137254
926,-0.48,et,1,102,0.00980392156862745
927,-0.38,et,2,102,0.0196078431372549
928,-0.34,et,1,102,0.00980392156862745
929,-0.3,et,1,102,0.00980392156862745
930,-0.25,et,3,102,0.029411764705882353
931,-0.1,et,1,102,0.00980392156862745
932,0.0,et,62,102,0.6078431372549019
933,0.05,et,1,102,0.00980392156862745
934,0.2,et,1,102,0.00980392156862745
935,0.34,et,3,102,0.029411764705882353
936,0.49,et,1,102,0.00980392156862745
937,0.54,et,7,102,0.06862745098039216
938,0.58,et,1,102,0.00980392156862745
939,0.6,et,1,102,0.00980392156862745
940,0.62,et,1,102,0.00980392156862745
941,0.64,et,1,102,0.00980392156862745
942,0.8,et,1,102,0.00980392156862745
943,-0.86,ca,1,164,0.006097560975609756
944,-0.6,ca,2,164,0.012195121951219513
945,-0.56,ca,1,164,0.006097560975609756
946,-0.53,ca,1,164,0.006097560975609756
947,-0.36,ca,5,164,0.03048780487804878
948,-0.3,ca,1,164,0.006097560975609756
949,-0.15,ca,1,164,0.006097560975609756
950,-0.1,ca,2,164,0.012195121951219513
951,0.0,ca,130,164,0.7926829268292683
952,0.04,ca,1,164,0.006097560975609756
953,0.2,ca,1,164,0.006097560975609756
954,0.23,ca,1,164,0.006097560975609756
955,0.32,ca,1,164,0.006097560975609756
956,0.33,ca,1,164,0.006097560975609756
957,0.34,ca,1,164,0.006097560975609756
958,0.38,ca,1,164,0.006097560975609756
959,0.4,ca,1,164,0.006097560975609756
960,0.42,ca,1,164,0.006097560975609756
961,0.44,ca,1,164,0.006097560975609756
962,0.48,ca,1,164,0.006097560975609756
963,0.49,ca,1,164,0.006097560975609756
964,0.53,ca,1,164,0.006097560975609756
965,0.56,ca,1,164,0.006097560975609756
966,0.59,ca,1,164,0.006097560975609756
967,0.62,ca,1,164,0.006097560975609756
968,0.71,ca,1,164,0.006097560975609756
969,0.74,ca,2,164,0.012195121951219513
970,0.79,ca,1,164,0.006097560975609756
971,-0.86,pl,1,281,0.0035587188612099642
972,-0.8,pl,3,281,0.010676156583629894
973,-0.73,pl,1,281,0.0035587188612099642
974,-0.67,pl,1,281,0.0035587188612099642
975,-0.65,pl,2,281,0.0071174377224199285
976,-0.62,pl,1,281,0.0035587188612099642
977,-0.57,pl,1,281,0.0035587188612099642
978,-0.56,pl,15,281,0.05338078291814947
979,-0.52,pl,1,281,0.0035587188612099642
980,-0.51,pl,1,281,0.0035587188612099642
981,-0.45,pl,1,281,0.0035587188612099642
982,-0.44,pl,2,281,0.0071174377224199285
983,-0.4,pl,2,281,0.0071174377224199285
984,-0.3,pl,3,281,0.010676156583629894
985,-0.1,pl,1,281,0.0035587188612099642
986,-0.08,pl,1,281,0.0035587188612099642
987,-0.03,pl,1,281,0.0035587188612099642
988,0.0,pl,220,281,0.7829181494661922
989,0.11,pl,1,281,0.0035587188612099642
990,0.27,pl,1,281,0.0035587188612099642
991,0.32,pl,1,281,0.0035587188612099642
992,0.36,pl,1,281,0.0035587188612099642
993,0.38,pl,1,281,0.0035587188612099642
994,0.42,pl,1,281,0.0035587188612099642
995,0.46,pl,1,281,0.0035587188612099642
996,0.54,pl,3,281,0.010676156583629894
997,0.57,pl,1,281,0.0035587188612099642
998,0.59,pl,3,281,0.010676156583629894
999,0.6,pl,1,281,0.0035587188612099642
1000,0.65,pl,3,281,0.010676156583629894
1001,0.67,pl,3,281,0.010676156583629894
1002,0.78,pl,1,281,0.0035587188612099642
1003,0.81,pl,1,281,0.0035587188612099642
1004,-0.84,vi,1,17,0.058823529411764705
1005,0.0,vi,12,17,0.7058823529411765
1006,0.42,vi,1,17,0.058823529411764705
1007,0.51,vi,2,17,0.11764705882352941
1008,0.83,vi,1,17,0.058823529411764705
1009,-0.83,zh,1,258,0.003875968992248062
1010,-0.82,zh,1,258,0.003875968992248062
1011,-0.78,zh,2,258,0.007751937984496124
1012,-0.67,zh,1,258,0.003875968992248062
1013,-0.61,zh,1,258,0.003875968992248062
1014,-0.6,zh,9,258,0.03488372093023256
1015,-0.57,zh,2,258,0.007751937984496124
1016,-0.56,zh,12,258,0.046511627906976744
1017,-0.42,zh,1,258,0.003875968992248062
1018,-0.38,zh,1,258,0.003875968992248062
1019,-0.37,zh,1,258,0.003875968992248062
1020,-0.36,zh,1,258,0.003875968992248062
1021,-0.27,zh,2,258,0.007751937984496124
1022,-0.23,zh,1,258,0.003875968992248062
1023,-0.2,zh,2,258,0.007751937984496124
1024,-0.15,zh,2,258,0.007751937984496124
1025,-0.03,zh,2,258,0.007751937984496124
1026,0.0,zh,192,258,0.7441860465116279
1027,0.36,zh,1,258,0.003875968992248062
1028,0.4,zh,1,258,0.003875968992248062
1029,0.42,zh,2,258,0.007751937984496124
1030,0.49,zh,1,258,0.003875968992248062
1031,0.51,zh,2,258,0.007751937984496124
1032,0.54,zh,6,258,0.023255813953488372
1033,0.57,zh,1,258,0.003875968992248062
1034,0.58,zh,1,258,0.003875968992248062
1035,0.61,zh,1,258,0.003875968992248062
1036,0.65,zh,2,258,0.007751937984496124
1037,0.68,zh,1,258,0.003875968992248062
1038,0.81,zh,1,258,0.003875968992248062
1039,0.82,zh,1,258,0.003875968992248062
1040,0.85,zh,1,258,0.003875968992248062
1041,0.86,zh,1,258,0.003875968992248062
1042,0.89,zh,1,258,0.003875968992248062
1043,-0.82,ht,1,117,0.008547008547008548
1044,-0.54,ht,1,117,0.008547008547008548
1045,-0.53,ht,3,117,0.02564102564102564
1046,-0.48,ht,1,117,0.008547008547008548
1047,-0.46,ht,1,117,0.008547008547008548
1048,-0.36,ht,2,117,0.017094017094017096
1049,-0.34,ht,2,117,0.017094017094017096
1050,-0.3,ht,2,117,0.017094017094017096
1051,-0.13,ht,1,117,0.008547008547008548
1052,-0.08,ht,1,117,0.008547008547008548
1053,0.0,ht,82,117,0.7008547008547008
1054,0.33,ht,1,117,0.008547008547008548
1055,0.42,ht,2,117,0.017094017094017096
1056,0.43,ht,1,117,0.008547008547008548
1057,0.44,ht,1,117,0.008547008547008548
1058,0.49,ht,1,117,0.008547008547008548
1059,0.54,ht,2,117,0.017094017094017096
1060,0.57,ht,2,117,0.017094017094017096
1061,0.6,ht,6,117,0.05128205128205128
1062,0.62,ht,1,117,0.008547008547008548
1063,0.68,ht,3,117,0.02564102564102564
1064,-0.81,kn,1,28,0.03571428571428571
1065,-0.64,kn,1,28,0.03571428571428571
1066,-0.6,kn,1,28,0.03571428571428571
1067,0.0,kn,25,28,0.8928571428571429
1068,-0.8,ko,1,34,0.029411764705882353
1069,-0.7,ko,1,34,0.029411764705882353
1070,-0.6,ko,1,34,0.029411764705882353
1071,-0.56,ko,7,34,0.20588235294117646
1072,0.0,ko,18,34,0.5294117647058824
1073,0.25,ko,1,34,0.029411764705882353
1074,0.54,ko,3,34,0.08823529411764706
1075,0.74,ko,1,34,0.029411764705882353
1076,0.92,ko,1,34,0.029411764705882353
1077,-0.78,in,1,1310,0.0007633587786259542
1078,-0.75,in,1,1310,0.0007633587786259542
1079,-0.74,in,3,1310,0.0022900763358778627
1080,-0.7,in,1,1310,0.0007633587786259542
1081,-0.67,in,1,1310,0.0007633587786259542
1082,-0.66,in,1,1310,0.0007633587786259542
1083,-0.65,in,1,1310,0.0007633587786259542
1084,-0.63,in,1,1310,0.0007633587786259542
1085,-0.61,in,1,1310,0.0007633587786259542
1086,-0.6,in,6,1310,0.004580152671755725
1087,-0.56,in,6,1310,0.004580152671755725
1088,-0.53,in,2,1310,0.0015267175572519084
1089,-0.51,in,20,1310,0.015267175572519083
1090,-0.49,in,2,1310,0.0015267175572519084
1091,-0.48,in,3,1310,0.0022900763358778627
1092,-0.46,in,1,1310,0.0007633587786259542
1093,-0.44,in,11,1310,0.008396946564885497
1094,-0.42,in,2,1310,0.0015267175572519084
1095,-0.38,in,1,1310,0.0007633587786259542
1096,-0.36,in,9,1310,0.006870229007633588
1097,-0.33,in,1,1310,0.0007633587786259542
1098,-0.32,in,2,1310,0.0015267175572519084
1099,-0.3,in,4,1310,0.0030534351145038168
1100,-0.27,in,2,1310,0.0015267175572519084
1101,-0.25,in,2,1310,0.0015267175572519084
1102,-0.15,in,4,1310,0.0030534351145038168
1103,-0.1,in,3,1310,0.0022900763358778627
1104,-0.08,in,2,1310,0.0015267175572519084
1105,-0.05,in,2,1310,0.0015267175572519084
1106,0.0,in,990,1310,0.7557251908396947
1107,0.07,in,1,1310,0.0007633587786259542
1108,0.08,in,2,1310,0.0015267175572519084
1109,0.09,in,1,1310,0.0007633587786259542
1110,0.13,in,1,1310,0.0007633587786259542
1111,0.14,in,1,1310,0.0007633587786259542
1112,0.18,in,2,1310,0.0015267175572519084
1113,0.2,in,1,1310,0.0007633587786259542
1114,0.23,in,1,1310,0.0007633587786259542
1115,0.25,in,4,1310,0.0030534351145038168
1116,0.27,in,4,1310,0.0030534351145038168
1117,0.3,in,4,1310,0.0030534351145038168
1118,0.32,in,3,1310,0.0022900763358778627
1119,0.34,in,3,1310,0.0022900763358778627
1120,0.36,in,4,1310,0.0030534351145038168
1121,0.38,in,1,1310,0.0007633587786259542
1122,0.4,in,3,1310,0.0022900763358778627
1123,0.42,in,4,1310,0.0030534351145038168
1124,0.44,in,2,1310,0.0015267175572519084
1125,0.46,in,2,1310,0.0015267175572519084
1126,0.48,in,2,1310,0.0015267175572519084
1127,0.49,in,3,1310,0.0022900763358778627
1128,0.51,in,4,1310,0.0030534351145038168
1129,0.53,in,2,1310,0.0015267175572519084
1130,0.54,in,82,1310,0.06259541984732825
1131,0.57,in,5,1310,0.003816793893129771
1132,0.58,in,2,1310,0.0015267175572519084
1133,0.59,in,1,1310,0.0007633587786259542
1134,0.6,in,1,1310,0.0007633587786259542
1135,0.61,in,2,1310,0.0015267175572519084
1136,0.62,in,3,1310,0.0022900763358778627
1137,0.64,in,38,1310,0.02900763358778626
1138,0.65,in,9,1310,0.006870229007633588
1139,0.68,in,2,1310,0.0015267175572519084
1140,0.71,in,2,1310,0.0015267175572519084
1141,0.74,in,2,1310,0.0015267175572519084
1142,0.76,in,2,1310,0.0015267175572519084
1143,0.77,in,1,1310,0.0007633587786259542
1144,0.78,in,1,1310,0.0007633587786259542
1145,0.79,in,1,1310,0.0007633587786259542
1146,0.81,in,2,1310,0.0015267175572519084
1147,0.82,in,1,1310,0.0007633587786259542
1148,0.83,in,5,1310,0.003816793893129771
1149,0.86,in,3,1310,0.0022900763358778627
1150,0.88,in,1,1310,0.0007633587786259542
1151,0.89,in,2,1310,0.0015267175572519084
1152,0.94,in,1,1310,0.0007633587786259542
1153,-0.76,pt,1,498,0.002008032128514056
1154,-0.75,pt,2,498,0.004016064257028112
1155,-0.72,pt,1,498,0.002008032128514056
1156,-0.7,pt,2,498,0.004016064257028112
1157,-0.65,pt,1,498,0.002008032128514056
1158,-0.6,pt,1,498,0.002008032128514056
1159,-0.59,pt,3,498,0.006024096385542169
1160,-0.58,pt,1,498,0.002008032128514056
1161,-0.57,pt,3,498,0.006024096385542169
1162,-0.56,pt,2,498,0.004016064257028112
1163,-0.53,pt,1,498,0.002008032128514056
1164,-0.49,pt,1,498,0.002008032128514056
1165,-0.44,pt,2,498,0.004016064257028112
1166,-0.42,pt,2,498,0.004016064257028112
1167,-0.37,pt,1,498,0.002008032128514056
1168,-0.36,pt,5,498,0.010040160642570281
1169,-0.3,pt,19,498,0.03815261044176707
1170,-0.23,pt,2,498,0.004016064257028112
1171,-0.15,pt,1,498,0.002008032128514056
1172,0.0,pt,396,498,0.7951807228915663
1173,0.15,pt,1,498,0.002008032128514056
1174,0.2,pt,1,498,0.002008032128514056
1175,0.23,pt,1,498,0.002008032128514056
1176,0.27,pt,1,498,0.002008032128514056
1177,0.33,pt,1,498,0.002008032128514056
1178,0.34,pt,2,498,0.004016064257028112
1179,0.36,pt,4,498,0.008032128514056224
1180,0.4,pt,1,498,0.002008032128514056
1181,0.42,pt,4,498,0.008032128514056224
1182,0.46,pt,1,498,0.002008032128514056
1183,0.51,pt,3,498,0.006024096385542169
1184,0.53,pt,1,498,0.002008032128514056
1185,0.54,pt,9,498,0.018072289156626505
1186,0.56,pt,1,498,0.002008032128514056
1187,0.58,pt,3,498,0.006024096385542169
1188,0.6,pt,1,498,0.002008032128514056
1189,0.61,pt,1,498,0.002008032128514056
1190,0.62,pt,1,498,0.002008032128514056
1191,0.64,pt,1,498,0.002008032128514056
1192,0.65,pt,2,498,0.004016064257028112
1193,0.66,pt,2,498,0.004016064257028112
1194,0.71,pt,1,498,0.002008032128514056
1195,0.76,pt,1,498,0.002008032128514056
1196,0.79,pt,2,498,0.004016064257028112
1197,0.81,pt,1,498,0.002008032128514056
1198,0.82,pt,1,498,0.002008032128514056
1199,0.84,pt,1,498,0.002008032128514056
1200,0.9,pt,1,498,0.002008032128514056
1201,0.95,pt,1,498,0.002008032128514056
1202,-0.74,ur,1,215,0.004651162790697674
1203,-0.6,ur,2,215,0.009302325581395349
1204,-0.36,ur,1,215,0.004651162790697674
1205,0.0,ur,209,215,0.9720930232558139
1206,0.05,ur,1,215,0.004651162790697674
1207,0.62,ur,1,215,0.004651162790697674
1208,-0.68,fa,1,149,0.006711409395973154
1209,-0.6,fa,1,149,0.006711409395973154
1210,-0.56,fa,2,149,0.013422818791946308
1211,0.0,fa,142,149,0.9530201342281879
1212,0.46,fa,1,149,0.006711409395973154
1213,0.54,fa,2,149,0.013422818791946308
1214,-0.68,sv,1,30,0.03333333333333333
1215,-0.56,sv,1,30,0.03333333333333333
1216,-0.46,sv,1,30,0.03333333333333333
1217,0.0,sv,24,30,0.8
1218,0.68,sv,1,30,0.03333333333333333
1219,0.74,sv,2,30,0.06666666666666667
1220,-0.67,ta,1,243,0.00411522633744856
1221,-0.64,ta,1,243,0.00411522633744856
1222,-0.6,ta,1,243,0.00411522633744856
1223,-0.56,ta,1,243,0.00411522633744856
1224,-0.52,ta,2,243,0.00823045267489712
1225,-0.29,ta,1,243,0.00411522633744856
1226,-0.13,ta,1,243,0.00411522633744856
1227,-0.05,ta,1,243,0.00411522633744856
1228,0.0,ta,232,243,0.9547325102880658
1229,0.54,ta,1,243,0.00411522633744856
1230,0.93,ta,1,243,0.00411522633744856
1231,-0.65,ar,1,529,0.001890359168241966
1232,-0.64,ar,1,529,0.001890359168241966
1233,-0.61,ar,1,529,0.001890359168241966
1234,-0.56,ar,2,529,0.003780718336483932
1235,-0.48,ar,1,529,0.001890359168241966
1236,0.0,ar,515,529,0.9735349716446124
1237,0.38,ar,1,529,0.001890359168241966
1238,0.4,ar,1,529,0.001890359168241966
1239,0.44,ar,1,529,0.001890359168241966
1240,0.54,ar,4,529,0.007561436672967864
1241,0.57,ar,1,529,0.001890359168241966
1242,-0.65,el,1,122,0.00819672131147541
1243,0.0,el,120,122,0.9836065573770492
1244,0.15,el,1,122,0.00819672131147541
1245,-0.6,bn,7,120,0.058333333333333334
1246,0.0,bn,107,120,0.8916666666666667
1247,0.54,bn,6,120,0.05
1248,-0.6,cs,2,32,0.0625
1249,-0.56,cs,1,32,0.03125
1250,-0.3,cs,2,32,0.0625
1251,-0.1,cs,1,32,0.03125
1252,0.0,cs,23,32,0.71875
1253,0.38,cs,1,32,0.03125
1254,0.48,cs,1,32,0.03125
1255,0.54,cs,1,32,0.03125
1256,-0.6,fi,2,97,0.020618556701030927
1257,-0.56,fi,4,97,0.041237113402061855
1258,-0.48,fi,1,97,0.010309278350515464
1259,-0.42,fi,6,97,0.061855670103092786
1260,-0.32,fi,1,97,0.010309278350515464
1261,-0.15,fi,2,97,0.020618556701030927
1262,0.0,fi,71,97,0.7319587628865979
1263,0.18,fi,1,97,0.010309278350515464
1264,0.34,fi,1,97,0.010309278350515464
1265,0.38,fi,1,97,0.010309278350515464
1266,0.44,fi,1,97,0.010309278350515464
1267,0.53,fi,1,97,0.010309278350515464
1268,0.54,fi,3,97,0.030927835051546393
1269,0.57,fi,1,97,0.010309278350515464
1270,0.65,fi,1,97,0.010309278350515464
1271,-0.6,hi,64,1046,0.06118546845124283
1272,-0.56,hi,17,1046,0.016252390057361378
1273,-0.52,hi,1,1046,0.0009560229445506692
1274,-0.48,hi,1,1046,0.0009560229445506692
1275,-0.44,hi,1,1046,0.0009560229445506692
1276,-0.42,hi,3,1046,0.0028680688336520078
1277,-0.38,hi,1,1046,0.0009560229445506692
1278,-0.36,hi,4,1046,0.0038240917782026767
1279,-0.34,hi,1,1046,0.0009560229445506692
1280,-0.33,hi,1,1046,0.0009560229445506692
1281,-0.32,hi,1,1046,0.0009560229445506692
1282,-0.3,hi,2,1046,0.0019120458891013384
1283,-0.23,hi,1,1046,0.0009560229445506692
1284,-0.1,hi,2,1046,0.0019120458891013384
1285,-0.08,hi,1,1046,0.0009560229445506692
1286,0.0,hi,914,1046,0.8738049713193117
1287,0.08,hi,1,1046,0.0009560229445506692
1288,0.18,hi,1,1046,0.0009560229445506692
1289,0.25,hi,1,1046,0.0009560229445506692
1290,0.27,hi,2,1046,0.0019120458891013384
1291,0.34,hi,3,1046,0.0028680688336520078
1292,0.36,hi,1,1046,0.0009560229445506692
1293,0.37,hi,2,1046,0.0019120458891013384
1294,0.4,hi,2,1046,0.0019120458891013384
1295,0.42,hi,2,1046,0.0019120458891013384
1296,0.44,hi,2,1046,0.0019120458891013384
1297,0.48,hi,1,1046,0.0009560229445506692
1298,0.49,hi,1,1046,0.0009560229445506692
1299,0.51,hi,1,1046,0.0009560229445506692
1300,0.53,hi,1,1046,0.0009560229445506692
1301,0.54,hi,4,1046,0.0038240917782026767
1302,0.55,hi,2,1046,0.0019120458891013384
1303,0.6,hi,1,1046,0.0009560229445506692
1304,0.65,hi,1,1046,0.0009560229445506692
1305,0.69,hi,1,1046,0.0009560229445506692
1306,0.81,hi,1,1046,0.0009560229445506692
1307,-0.6,ml,1,39,0.02564102564102564
1308,0.0,ml,38,39,0.9743589743589743
1309,-0.6,mr,12,96,0.125
1310,-0.44,mr,1,96,0.010416666666666666
1311,0.0,mr,82,96,0.8541666666666666
1312,0.49,mr,1,96,0.010416666666666666
1313,-0.6,pa,3,25,0.12
1314,0.0,pa,20,25,0.8
1315,0.36,pa,1,25,0.04
1316,0.49,pa,1,25,0.04
1317,-0.6,te,1,40,0.025
1318,-0.56,te,1,40,0.025
1319,0.0,te,38,40,0.95
1320,-0.6,th,2,362,0.0055248618784530384
1321,-0.56,th,2,362,0.0055248618784530384
1322,-0.2,th,2,362,0.0055248618784530384
1323,0.0,th,338,362,0.9337016574585635
1324,0.15,th,1,362,0.0027624309392265192
1325,0.36,th,1,362,0.0027624309392265192
1326,0.42,th,1,362,0.0027624309392265192
1327,0.51,th,1,362,0.0027624309392265192
1328,0.53,th,1,362,0.0027624309392265192
1329,0.54,th,8,362,0.022099447513812154
1330,0.56,th,1,362,0.0027624309392265192
1331,0.62,th,1,362,0.0027624309392265192
1332,0.64,th,1,362,0.0027624309392265192
1333,0.65,th,2,362,0.0055248618784530384
1334,-0.6,uk,1,25,0.04
1335,0.0,uk,23,25,0.92
1336,0.54,uk,1,25,0.04
1337,-0.59,lv,1,7,0.14285714285714285
1338,0.0,lv,6,7,0.8571428571428571
1339,-0.59,no,1,8,0.125
1340,0.0,no,3,8,0.375
1341,0.32,no,1,8,0.125
1342,0.46,no,1,8,0.125
1343,0.54,no,1,8,0.125
1344,0.59,no,1,8,0.125
1345,-0.56,da,1,28,0.03571428571428571
1346,0.0,da,25,28,0.8928571428571429
1347,0.34,da,1,28,0.03571428571428571
1348,0.46,da,1,28,0.03571428571428571
1349,-0.56,iw,3,26,0.11538461538461539
1350,-0.36,iw,1,26,0.038461538461538464
1351,0.0,iw,19,26,0.7307692307692307
1352,0.65,iw,3,26,0.11538461538461539
1353,-0.56,km,1,2,0.5
1354,0.0,km,1,2,0.5
1355,-0.56,si,1,18,0.05555555555555555
1356,0.0,si,16,18,0.8888888888888888
1357,0.58,si,1,18,0.05555555555555555
1358,-0.56,sl,1,9,0.1111111111111111
1359,0.0,sl,8,9,0.8888888888888888
1360,-0.53,ne,1,23,0.043478260869565216
1361,0.0,ne,15,23,0.6521739130434783
1362,0.23,ne,1,23,0.043478260869565216
1363,0.54,ne,6,23,0.2608695652173913
1364,-0.46,hu,1,12,0.08333333333333333
1365,0.0,hu,10,12,0.8333333333333334
1366,0.83,hu,1,12,0.08333333333333333
1367,-0.44,qam,1,37,0.02702702702702703
1368,-0.34,qam,1,37,0.02702702702702703
1369,0.0,qam,35,37,0.9459459459459459
1370,0.0,am,4,4,1.0
1371,0.0,art,4,4,1.0
1372,0.0,bg,1,1,1.0
1373,0.0,ckb,2,2,1.0
1374,0.0,eu,13,13,1.0
1375,0.0,gu,48,50,0.96
1376,0.44,gu,1,50,0.02
1377,0.54,gu,1,50,0.02
1378,0.0,hy,1,1,1.0
1379,0.0,is,6,7,0.8571428571428571
1380,0.36,is,1,7,0.14285714285714285
1381,0.0,lo,1,1,1.0
1382,0.0,lt,2,3,0.6666666666666666
1383,0.3,lt,1,3,0.3333333333333333
1384,0.0,my,1,1,1.0
1385,0.0,or,17,17,1.0
1386,0.0,ps,2,2,1.0
1387,0.0,qst,7,7,1.0
1388,0.0,ru,32,35,0.9142857142857143
1389,0.54,ru,1,35,0.02857142857142857
1390,0.56,ru,1,35,0.02857142857142857
1391,0.68,ru,1,35,0.02857142857142857
1392,0.0,sd,2,2,1.0
1393,0.0,tr,8,8,1.0
1394,0.0,ug,1,1,1.0
1395,0.0,zxx,81,81,1.0
